genre,top,left,font_pct
punk mexicano,11063,317,100
punk rock italiano,6223,396,100
punk rock mexicano,7780,392,101
punk ska,7829,578,100
punk tico,7658,362,100
punk tuga,7682,402,100
punk urbano,5386,396,102
punta,6805,1041,100
punta rock,6915,1021,100
purple sound,3054,933,100
purulia pop,5056,724,100
pygmy music,16915,851,100
qanun,16952,810,100
qawwali,14589,779,102
quarteto gospel,14290,449,100
quartetto d'archi,18498,429,100
quatuor a cordes,21389,384,100
quebec death metal,8478,207,100
quebec hardcore,7768,231,100
quebec indie,9426,473,102
quebec metal,6370,285,100
quebec punk,6641,386,100
queens hip hop,9606,1070,108
queer country,13404,581,101
queercore,8407,495,101
quiet storm,10991,813,108
quran,21128,674,102
r&amp;b,6238,919,123
r&amp;b argentino,9394,923,103
r&amp;b brasileiro,9730,971,104
r&amp;b en espanol,5718,1073,107
r&amp;b francais,8210,1015,109
r&amp;b italiano,8564,828,101
rabindra sangeet,19082,561,101
rabm,9385,47,100
raboday,3256,1125,100
radio symphony,21242,283,100
raga rock,13527,439,100
rage rap,4454,957,111
ragga jungle,2119,1108,101
raggatek,1576,915,100
ragtime,20526,1075,100
rai,7864,824,102
rai algerien,9780,779,101
rain,16949,45,109
rajasthani folk,16231,736,100
rajasthani pop,6754,872,101
rakugo,19287,1224,100
ramonescore,5455,294,100
ranchera,14637,834,115
rap,5866,1068,144
rap abc paulista,12004,1041,100
rap alagoano,8384,1071,100
rap algerien,10370,1082,103
rap angolano,11803,1011,101
rap anime,9706,996,101
rap antillais,10283,1045,101
rap baiano,10784,1079,103
rap baixada fluminense,12191,998,101
rap belge,8540,1084,103
rap boricua,11390,1073,102
rap burkinabe,7864,1088,100
rap calme,11680,1032,103
rap canario,7030,1117,105
rap capixaba,10033,1056,101
rap catala,10221,1073,103
rap catarinense,9879,1043,100
rap cearense,9164,1056,102
rap chileno,11815,1090,102
rap chretien,9088,979,100
rap conciencia,12734,1049,106
rap congolais,12326,1070,100
rap conscient,10771,1051,108
rap criolo,12227,1058,101
rap cristao,9504,1041,101
rap cristiano,7459,1079,103
rap df,7129,1148,104
rap dominicano,6135,1203,104
rap ecuatoguineano,5594,1226,100
rap ecuatoriano,6842,1143,100
rap espanol,13311,1047,103
rap euskera,12375,1077,100
rap femenino mexicano,7484,1110,100
rap feminino chileno,11913,1041,100
rap feminino nacional,10122,1073,102
rap francais,8502,1106,110
rap francais nouvelle vague,9555,1000,101
rap gabonais,10233,1079,100
rap galego,7606,917,100
rap gasy,8051,1135,100
rap gaucho,10445,1056,100
rap geek,7719,826,102
rap genovese,7496,979,103
rap guarulhense,7128,971,100
rap guineen,10945,1094,100
rap inde,12611,1045,101
rap italiano old school,9102,1049,101
rap ivoire,9817,1045,100
rap kreyol,9743,1070,101
rap latina,5401,1148,106
rap liegeois,10469,1077,101
rap lyonnais,8359,1119,101
rap malien,7584,1175,100
rap maroc,11290,1058,103
rap maromba,6791,1130,101
rap marseille,8677,1090,105
rap metal,5651,433,113
rap metal espanol,5214,530,100
rap metalcore,5677,533,100
rap mineiro,11252,1079,103
rap mocambicana,11529,1047,100
rap moldovenesc,6212,1095,100
rap montrealais,9015,1066,101
rap motywacja,6615,1090,101
rap nacional antigo,7310,1134,102
rap napoletano,8322,925,105
rap nica,5948,1092,100
rap norteno chileno,11179,1045,100
rap nortista,12240,1026,100
rap paraense,10906,1075,100
rap paraguayo,6200,1130,100
rap paranaense,9492,1025,100
rap pernambucano,9693,1068,100
rap politico,12413,1045,104
rap portuense,7814,1026,100
rap potiguar,9681,1051,100
rap regio,5884,1026,101
rap rock,4632,804,106
rap romantico,12016,1043,101
rap salvadoreno,5806,1135,100
rap sardegna,7741,1094,102
rap sergipano,10134,1017,100
rap siciliano,8816,963,101
rap sureno chileno,11041,1053,100
rap tico,9213,1103,100
rap toscana,7471,990,100
rap tuga underground,12277,1009,100
rap tunisien,10432,1055,102
rap uliczny,8347,1079,102
rap underground argentino,12425,1073,102
rap underground colombiano,8627,1103,101
rap underground espanol,12549,1023,102
rap underground mexicano,7496,1106,102
rap uruguayo,7926,1075,102
rare groove,11218,935,100
rasiya,4273,965,100
raspe,8816,1146,100
rautalanka,9770,479,100
rave,1617,813,102
rave funk,6941,1337,103
raw black metal,10452,76,100
raw techno,395,1210,101
rawstyle,2995,441,103
re:techno,44,1162,100
reading,16686,1377,100
reading indie,5790,392,101
rebel blues,4951,559,103
rebetiko,17008,866,101
recorder,20164,456,100
red dirt,8000,501,104
redneck,4483,925,104
reggae,7322,1212,106
reggae boliviano,5051,897,100
reggae catala,5575,913,101
reggae cover,4583,1004,101
reggae cristao,7643,815,102
reggae do maranhao,5653,1180,102
reggae en espanol,5285,1119,102
reggae fusion,10020,1090,107
reggae gaucho,6336,992,101
reggae maghreb,7864,885,100
reggae mexicano,5162,1062,100
reggae peruano,6691,1028,101
reggae rock,5842,984,104
reggae tico,6817,1117,100
reggae tuga,4939,1055,102
reggae uruguayo,4354,726,102
reggaeton,3087,1173,131
reggaeton chileno,3624,1112,104
reggaeton colombiano,3653,1159,116
reggaeton cristiano,5793,1023,102
reggaeton flow,4909,1144,109
reggaeton mexicano,4033,1097,103
regional mexicano femenil,13553,915,102
reiki,19988,53,100
relaxative,16715,756,101
remix product,1826,765,100
renaissance,21852,244,101
rennes indie,9844,804,100
retro metal,11027,234,100
retro soul,9534,828,102
reunion pop,9027,1060,101
rez country,8714,703,100
rhode island indie,10868,460,100
rhode island rap,10395,996,102
rhythm and blues,16335,854,102
rhythm and boogie,16131,815,100
rhythm game,4646,559,102
rhythm rock,14676,689,100
riddim,10481,1101,101
riddim dubstep,4442,945,101
rif,6029,856,103
ringtone,9326,830,100
rio grande do sul indie,11516,686,100
riot grrrl,9476,416,102
ritmo kombina,7005,1103,101
ritual ambient,13881,192,100
rkt,3010,1352,103
rochester mn indie,11120,481,102
rochester ny indie,11107,477,100
rock,11552,563,141
rock abc paulista,8960,296,100
rock alagoano,6778,559,100
rock alternatif francais,7829,339,101
rock alternativo brasileiro,7199,490,103
rock alternativo espanol,6026,348,101
rock andaluz,10628,650,102
rock baiano,10701,753,101
rock brasiliense,8075,416,102
rock caipira,8509,551,100
rock campineiro,8571,443,100
rock catala,11056,694,102
rock catarinense,6665,380,100
rock catracho,8739,515,100
rock cearense,7039,390,100
rock chapin,7323,535,101
rock cristao fluminense,6284,313,100
rock cristiano,6162,479,104
rock curitibano,7532,528,100
rock dominicano,9057,390,100
rock drums,9231,663,103
rock en asturiano,7658,456,100
rock en espanol,5172,739,115
rock gaucho,8662,561,102
rock goiano,7498,341,100
rock gospel brasileiro,8432,398,103
rock gotico,4705,402,100
rock in opposition,14131,486,100
rock independant francais,6916,549,101
rock kapak,7630,566,102
rock keyboard,13355,544,100
rock mineiro,5665,556,102
rock nacional,15196,718,102
rock nacional brasileiro,7931,650,106
rock nacional feminino,7224,262,100
rock nica,3608,851,100
rock noise,7668,588,100
rock of gibraltar,14218,591,100
rock paraense,6653,348,100
rock paraibano,8186,568,100
rock pernambucano,9069,429,100
rock piauiense,7002,650,101
rock potiguar,8751,506,100
rock progresivo mexicano,13231,495,100
rock progressif francais,14106,506,100
rock quebecois,9934,481,101
rock sergipano,9328,481,100
rock sul-mato-grossense,6965,506,100
rock tico,6641,471,100
rock urbano mexicano,10711,495,103
rock uruguayo,10423,703,103
rock viet,9908,473,101
rock-and-roll,15435,739,108
rockabilly,15522,763,107
rockabilly en espanol,9664,636,100
rocksteady,8495,1210,102
roda de samba,12648,858,101
rogaland indie,12081,460,100
rogaland musikk,11007,607,101
romanian black metal,9230,94,100
romanian classical piano,22387,537,100
romanian contemporary classical,21498,364,100
romanian electronic,877,1349,100
romanian folk,17797,627,100
romanian house,2067,1023,102
romanian indie,6124,556,100
romanian metal,8135,187,100
romanian pop,2898,980,104
romanian punk,6112,512,100
romanian rap,9619,1084,101
romanian rock,7360,596,101
romanian trap,5544,1073,102
romantico,15132,971,102
rome indie,8787,607,104
rominimal,73,1500,100
rondalla,16803,795,100
rongmei pop,9537,566,100
roots americana,11144,604,101
roots reggae,6916,1210,106
roots rock,14045,683,105
roots worship,12117,425,103
rosario indie,6493,524,100
rosary,17154,360,101
rotterdam indie,9611,425,100
rozpravky,15430,1002,100
rumba,12665,925,104
rumba catalana,12673,1017,100
rumba congolaise,14033,939,101
rumeli turkuleri,14021,633,101
rune folk,11392,315,102
russelater,3608,937,103
russian alt pop,6843,799,103
russian alternative rock,7792,479,101
russian black metal,8613,50,100
russian ccm,9844,542,100
russian chanson,3929,919,101
russian choir,22326,88,100
russian classical piano,22531,486,100
russian contemporary classical,21656,335,100
russian dance,4383,957,103
russian dance pop,3156,854,101
russian death metal,5114,221,100
russian dnb,1958,990,100
russian drain,9782,537,103
russian drill,4740,1075,102
russian edm,1856,864,101
russian electronic,3669,925,102
russian emo,6260,348,100
russian emo rap,4863,856,102
russian experimental electronic,6253,839,100
russian folk,19608,530,100
russian folk metal,5990,209,100
russian folk rock,11069,581,101
russian gangster rap,8639,1017,103
russian grime,8804,1009,102
russian hardcore,8086,275,100
russian heavy metal,6677,289,100
russian hip hop,8652,1004,107
russian hyperpop,7299,583,101
russian indie,6148,588,101
russian indie rock,5717,559,101
russian jazz,18189,765,100
russian metal,6149,249,101
russian metalcore,4471,234,101
russian modern classical,21547,386,101
russian modern jazz,16552,581,100
russian nu metal,5989,396,100
russian oi,5965,344,100
russian old school hip hop,10146,1034,100
russian orchestra,21328,258,100
russian pixel,5212,1119,100
russian plugg,5424,939,100
russian pop,3632,847,105
russian pop punk,4099,386,100
russian post-punk,7411,542,102
russian post-rock,8297,232,100
russian power metal,4525,247,100
russian punk,6866,540,102
russian punk rock,5623,519,101
russian rave,2776,907,101
russian reggae,7520,955,101
russian rock,8726,683,103
russian romance,18469,599,100
russian romanticism,21938,337,102
russian screamo,9388,227,100
russian shoegaze,8110,258,100
russian ska,6692,639,101
russian synthpop,2833,772,100
russian techno,1060,1292,100
russian thrash metal,5039,313,100
russian trance,1812,501,100
russian trap,6146,1004,104
russian trap metal,5186,756,100
russian underground rap,12697,984,101
russian viral pop,4292,977,101
russian viral rap,4004,1119,101
russian witch house,3565,462,101
rusyn folk,14093,604,100
ruta destroy,1965,1088,100
rva drill,7055,1105,102
rva indie,11306,524,100
rwandan gospel,11832,561,100
rwandan hip hop,10543,1092,100
rwandan pop,12438,1115,100
rwandan traditional,18498,1017,100
ryukoka,20105,573,100
ryukyu ongaku,13483,736,100
sacramento hip hop,9332,1117,101
sacramento indie,8321,406,104
sacred harp,20994,810,100
sacred steel,13996,618,100
sad lo-fi,10894,975,106
sad rap,7153,982,106
sad sierreno,13185,1005,121
salay,8940,866,100
salon music,18995,454,100
salsa,13887,1049,109
salsa choke,3519,1223,101
salsa colombiana,9443,1125,103
salsa cristiana,11066,1021,100
salsa cubana,13173,1064,101
salsa international,14143,1064,101
salsa peruana,12450,1038,102
salsa puertorriquena,13831,1041,105
salsa urbana,8665,1045,101
salsa venezolana,12772,1097,102
salzburg indie,5698,781,100
samba,15510,849,105
samba de roda,15963,860,102
samba gospel,10810,767,100
samba moderno,12909,881,102
samba paulista,12934,870,102
samba reggae,8076,911,101
samba-enredo,12773,860,102
samba-jazz,18819,856,102
samba-rock,11105,905,102
sambalpuri pop,12042,756,100
sambass,2046,1097,100
sami,13108,568,100
samoan pop,6148,911,100
samurai trap,3026,903,100
san antonio indie,9352,410,100
san antonio rap,6891,1055,100
san diego indie,7522,404,101
san diego rap,8164,1097,101
san marcos tx indie,10818,540,101
sandalwood,10020,923,102
sanfona,10487,895,100
santa fe indie,12252,533,100
santali pop,7993,786,100
santoor,15588,783,100
santur,18732,542,100
saraiki pop,11783,765,100
sarangi,16628,492,100
sardinia indie,7891,458,100
sarod,19375,837,100
saskatchewan indie,11906,510,102
sasscore,11039,264,100
saxony metal,6751,198,100
saxophone house,2805,847,101
saxophone trio,15275,689,100
scam rap,7559,1077,103
scandinavian r&amp;b,7115,905,101
scandipop,3916,911,104
scenecore,4162,456,104
schlager,3127,746,104
school choir,17329,420,100
school ensemble,17750,508,100
schrammelmusik,19784,806,100
schranz,624,992,100
schweizer rap,7410,1117,100
schwyzerorgeli,14576,748,100
sci-fi metal,7112,152,100
scorecore,12560,325,104
scottish americana,14266,578,100
scottish drill,11704,1088,100
scottish electronic,4738,837,101
scottish fiddle,18147,435,100
scottish folk,16051,490,101
scottish gaelic folk,16564,533,100
scottish hip hop,8224,937,100
scottish hush,11234,341,100
scottish indie,8469,392,102
scottish indie folk,14525,427,100
scottish indie rock,5297,372,101
scottish jazz,18072,815,100
scottish metal,6173,203,101
scottish new wave,7372,521,102
scottish rock,7878,406,104
scottish singer-songwriter,13825,636,102
scottish smallpipe,14553,366,100
scottish techno,877,1155,100
scouse rap,9817,1130,100
scratch,5768,1150,100
scream rap,5026,826,102
screamo,6702,249,106
screamocore,6739,229,100
sda a cappella,15784,441,102
sda choir,12464,847,100
sean-nos singing,20468,795,100
seattle hip hop,8310,961,103
seattle indie,9688,469,103
seattle metal,10202,156,100
sebene,9660,874,100
second line,11428,870,100
seemannslieder,16289,716,101
sefardi,17212,559,100
sega,9100,1015,100
sega mauricien,6830,1021,100
seggae,6249,1144,100
seinen,6166,621,100
seiyu,3390,458,101
semarang indie,6235,506,101
semba,8876,971,101
senegalese traditional,15875,1034,100
sepedi pop,4571,986,100
serbian alternative rock,8050,533,100
serbian electronic,395,1303,100
serbian folk,14798,547,100
serbian hip hop,7190,1071,101
serbian indie,8174,524,100
serbian metal,7755,201,100
serialism,21828,366,100
sertanejo,9856,808,117
sertanejo gospel,7756,739,101
sertanejo pop,8728,834,111
sertanejo tradicional,13237,843,106
sertanejo universitario,8841,832,118
sesotho hip hop,9830,975,100
sesotho pop,8384,907,100
sevdah,13084,524,101
sevilla indie,5705,462,100
sevillanas,12947,799,101
seychelles pop,6627,1094,100
sgija,1110,1345,101
shaabi,8049,845,102
shabad,16014,847,101
shakuhachi,21547,306,100
shamanic,15033,630,103
shamisen,13770,1108,100
shanghai indie,12056,469,100
shanty,16260,854,101
shantykoren,18323,354,100
shatta,7142,1159,101
sheffield indie,10269,394,107
shehnai,18907,512,100
sheilat,12934,799,100
shib,5606,1079,100
shibuya-kei,5314,770,101
shimmer pop,5231,573,105
shimmer psych,11551,447,100
shiver pop,6581,689,103
shoegaze,9401,255,107
shoegaze brasileiro,10379,292,100
shoegaze chileno,7719,218,100
shojo,4588,510,101
sholawat,10701,683,102
shonen,6051,327,101
show tunes,16435,615,105
shred,7322,327,101
shush,17621,21,104
siberian folk,10689,731,100
sichuanese hip hop,5351,1070,101
sierra leonean pop,7080,1108,100
sierreno,13402,1032,121
sigilkore,7224,586,106
sinaloa indie,8924,501,100
sindhi,11155,864,100
singaporean electronic,2241,943,100
singaporean hip hop,7888,1030,100
singaporean indie,10919,412,100
singaporean mandopop,12301,588,102
singaporean metal,10904,176,100
singaporean pop,10501,713,103
singaporean punk,7460,291,100
singaporean singer-songwriter,13207,581,101
singeli,5747,955,100
singer-songwriter,14451,670,116
singer-songwriter pop,9101,813,115
singing bowl,19842,136,101
sinhala edm,2290,911,100
sinhala indie,10526,779,101
sinhala pop,10575,819,101
sinhala rap,9369,1025,100
sinogaze,7743,262,100
sirmauri pop,7533,758,100
sitar,16949,609,100
ska,8515,832,104
ska argentino,6642,841,106
ska catala,5658,843,100
ska chileno,5472,872,102
ska espanol,5448,774,101
ska jazz,11353,1084,101
ska mexicano,8236,777,103
ska punk,8075,576,103
ska revival,11865,1023,101
skansk musik,8350,724,101
skate punk,7409,342,105
skiffle,14835,945,100
skinhead oi,10008,317,100
skramz,11551,174,100
skweee,2557,1242,100
sky room,2192,718,103
slack-key guitar,16903,797,100
slam death metal,9291,187,100
slam poetry,15663,1075,100
slamming deathcore,6653,172,101
slap house,2352,868,113
slash punk,10758,183,100
slaskie piosenki,4939,748,100
slavic folk metal,6321,205,100
slavic metal,7731,161,100
slayer,4725,232,102
slc hardcore,9761,232,100
slc indie,7409,443,102
sleaze rock,6075,275,102
sleep,17972,83,109
slovak electronic,1527,1170,100
slovak folk,15312,630,100
slovak hip hop,8298,1013,101
slovak indie,9106,571,100
slovak metal,7026,218,100
slovak pop,10288,633,101
slovak punk,8063,517,101
slovak rock,6411,646,101
slovak trap,5412,1034,101
slovenian electronic,1953,1177,100
slovenian folk,13640,973,100
slovenian hip hop,11303,1079,100
slovenian indie,8959,521,100
slovenian metal,6136,187,100
slovenian pop,8922,642,100
slovenian rock,9795,551,100
slovenske chvaly,12747,599,100
slow game,6265,1000,101
slowcore,14119,466,104
slowed and reverb,9344,901,104
sludge metal,11453,163,102
sludgecore,10831,95,100
slushwave,10855,364,100
small room,13750,515,104
smooth jazz,9768,931,104
smooth saxophone,10220,790,102
smooth soul,5506,959,100
smutny rap,7140,935,101
soca,5519,1084,102
socal indie,10539,425,101
socal pop punk,5665,406,107
social media pop,5645,815,104
soda pop,15693,646,100
soft rock,10613,630,121
solfeggio product,19462,134,101
solipsynthm,2744,751,100
solo wave,10300,503,102
solomon islands pop,3302,1041,100
somali pop,5594,1106,100
somatik techno,2143,1101,100
son cubano,16803,1088,101
son cubano clasico,17154,1058,100
son jarocho,15149,1038,100
song poem,15780,770,100
sonora indie,7236,418,100
sophisti-pop,5961,748,107
sorani pop,12240,751,100
sotalaulut,15796,753,100
soukous,12067,951,101
soul,16511,832,114
soul blues,16423,854,104
soul flow,9406,937,100
soul jazz,17809,843,103
souldies,12974,683,102
soulful house,994,1258,101
sound,16832,52,103
sound art,16803,220,100
sound collage,14897,650,100
sound effects,16173,158,100
sound team,6297,362,102
soundtrack,16511,210,109
south african alternative,7421,802,101
south african choral,16978,670,100
south african country,10640,686,100
south african deep house,1146,1282,101
south african dnb,2584,868,100
south african electronic,4174,1045,100
south african gospel,12376,510,101
south african hip hop,9644,1041,102
south african house,1416,1242,102
south african jazz,11943,891,101
south african metal,5260,268,100
south african modern jazz,16072,683,100
south african pop,5039,885,103
south african pop dance,3037,998,101
south african punk,6049,724,100
south african r&amp;b,11029,933,100
south african rock,5829,420,102
south african soulful deep house,1282,1285,100
south african techno,2002,1146,100
south african trap,9957,1032,101
south african underground rap,8013,1034,100
south asian metal,7731,275,100
south borneo indie,5202,568,100
south carolina hip hop,4224,1070,104
south carolina indie,11230,492,101
south carolina metal,9672,165,100
south dakota indie,8533,416,100
south sudanese pop,5854,1081,100
southampton indie,11268,471,100
southeast asian post-rock,9181,329,100
southern americana,12770,549,102
southern china indie,7981,533,100
southern gospel,13908,530,101
southern hip hop,5426,1055,116
southern metal,7396,283,101
southern rock,12031,547,107
southern soul,13274,845,106
southern soul blues,5138,1045,101
soviet synthpop,4822,864,100
sovietwave,4325,596,101
spa,18644,126,100
space age pop,17266,739,101
space ambient,11417,312,101
space rock,11308,339,101
spacegrunge,8812,234,103
spacesynth,2635,739,100
spacewave,2791,521,101
spanish baroque,20807,596,100
spanish black metal,9994,38,100
spanish blues,11106,736,100
spanish classical,22092,609,101
spanish classical piano,21975,561,100
spanish contemporary classical,20989,354,100
spanish death metal,8466,190,100
spanish electronic,3302,899,100
spanish electropop,2030,925,100
spanish experimental,15471,313,100
spanish folk,14648,618,100
spanish folk metal,7915,229,102
spanish folk rock,10399,586,100
spanish hip hop,12141,1040,107
spanish indie folk,13183,554,100
spanish indie pop,7510,462,104
spanish indie rock,7051,306,100
spanish invasion,15287,694,101
spanish jazz,18673,851,100
spanish metal,5940,283,102
spanish modern rock,5309,366,102
spanish new wave,6195,618,103
spanish noise pop,6506,358,100
spanish pop,6665,758,111
spanish pop rock,6086,674,106
spanish post-punk,6162,341,100
spanish post-rock,9069,266,100
spanish prog,13096,479,100
spanish progressive rock,9291,310,100
spanish psychedelic rock,9983,308,100
spanish punk,6852,416,102
spanish reggae,5781,1105,100
spanish renaissance,21999,346,100
spanish rock,7556,639,105
spanish rockabilly,9266,609,100
spanish stoner rock,7952,262,100
spanish synthpop,2168,847,101
spanish techno,451,1259,100
spectra,14933,354,102
sped up,5314,864,111
speed garage,1417,1150,101
speed house,2229,901,100
speed metal,8222,203,105
speed plug brasileiro,8866,1015,101
speed up brasileiro,7655,1106,101
speed up turkce,8888,883,101
speedcore,2279,445,100
speedrun,5658,753,104
spiritual hip hop,9529,917,100
spiritual jazz,17212,680,100
spirituals,20690,607,100
spoken word,13758,1045,100
springfield mo indie,11698,535,101
spytrack,12511,756,100
st louis drill,6666,1073,100
st louis rap,4099,1103,103
st petersburg fl indie,10638,441,100
staff band,21620,231,100
starogradska,16202,481,100
stateside dnb,1753,1023,100
steampunk,9999,588,101
steel guitar,14983,854,100
steelpan,9694,994,100
stl indie,10386,508,100
stockholm indie,8972,404,100
stomp and flutter,14835,549,103
stomp and holler,13256,530,111
stomp and whittle,10699,524,100
stomp pop,7618,447,102
stoner metal,11173,234,103
stoner rock,11234,247,104
straight edge,11088,277,101
straight-ahead jazz,18844,862,100
streektaal,12166,663,101
street band,11218,851,100
street punk,9279,255,100
street punk espanol,8285,376,100
streichquartett,21963,327,100
stride,20351,1051,101
string band,15951,849,100
string duo,18581,360,100
string folk,18498,713,100
string orchestra,20200,308,100
string quartet,21693,350,100
string quintet,19141,492,100
strut,2849,982,101
stubenmusik,19345,1110,100
study beats,10494,1114,102
stutter house,3595,899,105
stuttgart indie,8521,495,100
subliminal product,19065,156,100
substep,5157,767,101
sudanese hip hop,8952,1103,101
sudanese pop,8151,971,101
sufi,12872,731,105
sufi chant,17446,544,100
sulawesi indie,5465,689,100
sundanese traditional,18469,862,100
sung poetry,15374,751,101
sungura,11778,909,100
sunnlensk tonlist,9700,700,100
sunset lounge,5200,1053,100
sunshine pop,14563,655,104
suomi rock,8934,599,103
suomirap,8322,1055,101
suomisaundi,1271,982,100
super eurobeat,2411,795,101
supergroup,10282,390,103
surabaya indie,7188,331,100
surf music,12823,788,101
surf punk,8210,306,102
surinamese hip hop,7447,1166,100
surinamese pop,12500,1011,100
svensk indie,9315,431,100
svensk lovsang,12623,495,100
svensk progg,14192,724,101
swahili gospel,10007,746,100
swamp blues,14119,917,100
swamp pop,13801,804,100
swamp rock,12067,788,104
swancore,5878,272,101
swansea indie,8260,339,100
swazi hip hop,11742,1075,100
swazi pop,8038,959,100
swazi traditional,19842,1002,100
swedish alternative rock,4296,350,103
swedish americana,14020,479,101
swedish black metal,9807,62,101
swedish blues,11181,607,100
swedish choir,21644,156,100
swedish classical,20836,596,100
swedish contemporary classical,21060,229,100
swedish country,9503,588,101
swedish dancehall,5440,1110,101
swedish death metal,8527,143,102
swedish doom metal,9451,169,101
swedish drill,8248,1106,103
swedish ebm,989,941,100
swedish electronic,1306,1191,101
swedish electropop,3039,783,105
swedish emo,9786,185,100
swedish eurodance,2540,891,103
swedish experimental,15137,218,100
swedish fiddle,19930,392,100
swedish folk pop,12600,612,100
swedish gangsta rap,11516,1056,104
swedish garage rock,8849,277,101
swedish grindcore,10526,81,100
swedish hard rock,6394,234,102
swedish hardcore,10428,154,100
swedish heavy metal,5777,218,101
swedish hip hop,10271,1034,105
swedish house,1391,1217,100
swedish idol pop,5377,689,103
swedish indie folk,14786,542,102
swedish indie pop,9036,510,103
swedish indie rock,8800,372,102
swedish jazz,17926,721,101
swedish jazz orkester,19287,889,100
swedish melodeath,5839,158,102
swedish melodic rock,4734,310,101
swedish metal,7891,156,104
swedish metalcore,2981,194,101
swedish pop,6679,677,109
swedish pop punk,9206,229,100
swedish pop rap,10870,1000,102
swedish post-hardcore,7076,220,100
swedish post-punk,7743,435,100
swedish power metal,4968,205,102
swedish prog,14538,566,100
swedish progressive metal,7596,238,101
swedish psychedelic rock,11429,277,100
swedish punk,9439,317,101
swedish reggae,6639,1088,101
swedish rock-and-roll,11528,659,100
swedish rockabilly,9713,624,100
swedish singer-songwriter,14365,563,103
swedish soul,6818,854,102
swedish stoner rock,11332,258,100
swedish synth,2148,777,101
swedish synthpop,2820,731,103
swedish techno,1208,1209,100
swedish trap,8263,1101,104
swedish trap pop,10183,1068,105
swedish tropical house,2528,862,102
swedish underground rap,11216,1041,100
swing,19842,925,105
swing italiano,16845,1023,100
swing revival,14490,917,100
swiss alternative rock,6677,458,100
swiss black metal,7174,129,100
swiss classical piano,22326,427,100
swiss contemporary classical,21461,348,100
swiss country,8662,674,100
swiss experimental,12523,810,100
swiss folk,14786,751,100
swiss hip hop,8139,1032,101
swiss house,205,1379,100
swiss indie,8224,703,101
swiss indie folk,13763,568,100
swiss jazz,16777,815,100
swiss metal,6185,203,101
swiss pop,4583,802,101
swiss punk,6248,388,100
swiss reggae,5174,1161,100
swiss rock,8273,547,101
swiss singer-songwriter,11430,677,100
swiss techno,487,1330,100
swiss trap,5519,1134,100
swiss worship,8173,418,100
sydney indie,7485,382,101
symfonicky orchestr,18966,187,101
symphonic black metal,8419,101,101
symphonic death metal,6260,138,101
symphonic deathcore,6015,143,101
symphonic melodic death metal,4746,117,100
symphonic metal,6100,192,105
symphonic power metal,4413,185,101
symphonic rock,12884,435,106
synth funk,5063,1009,103
synth prog,12734,429,100
synth punk,5729,479,101
synthesizer,11563,388,101
synthetic classical,14463,431,100
synthpop,3168,741,110
synthwave,2450,573,103
synthwave brasileiro,3653,549,100
syrian hip hop,12387,1041,100
syrian pop,13309,636,101
syro-aramaic chant,20000,352,100
szanty,14241,786,100
t-pop girl group,2845,744,101
taarab,13491,568,100
tabla,14896,996,100
tagalog rap,8841,1056,104
tagalog worship,14968,416,101
tahitian traditional,15722,949,100
taiko,15547,1017,100
taiwan campus folk,14888,443,100
taiwan classical performance,20330,526,100
taiwan electronic,4608,781,100
taiwan experimental,12986,537,100
taiwan graduation song,12646,479,100
taiwan hip hop,5440,1004,101
taiwan idol pop,4793,655,101
taiwan indie,9024,519,103
taiwan instrumental,16248,481,100
taiwan metal,4834,183,100
taiwan pop,8815,581,104
taiwan post-rock,10325,382,100
taiwan punk,4500,321,101
taiwan rock,5627,410,100
taiwan singer-songwriter,12104,571,103
taiwanese indie,8815,689,100
taiwanese indigenous music,14774,609,100
taiwanese pop,9242,549,100
tajik pop,7582,872,100
tajik traditional,19725,909,100
talent show,4617,683,111
talentkonkurranse,7668,763,101
talentkonkurrence,2469,1015,100
talentos brasileiros,10514,777,100
talentschau,10147,718,101
tallava,7817,828,101
tamaulipas indie,5529,416,100
tamaulipas rap,5985,1186,103
tamazight,10348,911,100
tamborazo,11329,973,101
tamburica,14823,506,100
tamil devotional,17563,872,100
tamil hip hop,6766,915,107
tamil indie,9725,753,100
tamil pop,8626,921,107
tamil worship,10436,797,101
tampa indie,8297,378,100
tan co,13676,790,100
tanci,22297,1170,100
tango,20397,913,101
tango cancion,21011,889,100
tanzanian hip hop,10518,1101,100
tanzanian pop,11240,1066,101
tanzanian traditional,16640,815,100
tanzlmusi,19287,1058,100
tanzorchester,14131,877,100
tape club,10625,447,101
tar,19813,753,100
taraneem,14660,636,100
tarantella,10880,680,100
tassie indie,11380,484,100
tatar folk,17738,583,100
tatar pop,6178,718,100
tavern,13343,556,100
tearout,5906,718,100
tech house,555,1347,105
tech trance,862,627,101
techengue,3074,1153,101
technical black metal,11649,22,100
technical brutal death metal,8185,169,100
technical death metal,10403,154,102
technical deathcore,7485,172,100
technical grindcore,11345,127,100
technical groove metal,6236,260,100
technical melodic death metal,7273,203,100
technical thrash,9376,214,100
techno,1048,1180,101
techno argentina,628,1214,100
techno kayo,7198,772,101
techno rave,611,963,101
tecnobanda,11553,1114,104
tecnobrega,6223,881,102
teen pop,6458,826,103
tejano,8990,1007,106
tekk,2396,925,103
tekno,1198,965,101
telugu devotional,15058,929,100
telugu folk,10845,984,101
telugu hip hop,5818,1135,100
telugu indie,7273,919,100
telugu remix,8064,990,100
telugu worship,10751,741,100
